Transaction Date,Post Date,Description,Category,Type,Amount,Memo
01/09/2024,01/11/2024,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-158.0,
01/09/2024,01/10/2024,Raw-some Pet Food LLC,Shopping,Sale,-408.25,
01/08/2024,01/09/2024,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
01/07/2024,01/08/2024,SP SKIMS,Shopping,Sale,-112.09,
01/05/2024,01/07/2024,EOLA POINT ANIMAL HOSP,Personal,Sale,-267.0,
01/05/2024,01/07/2024,Amazon.com*TKCU,Shopping,Sale,-11.7,
01/06/2024,01/07/2024,COSTCO WHSE#,Shopping,Sale,-257.15,
01/06/2024,01/07/2024,COSTCO WHSE#,Shopping,Sale,-3.79,
01/03/2024,01/05/2024,SPIRIT OF AMERICA NAP,Automotive,Sale,-4.59,
01/04/2024,01/05/2024,Amazon.com*TKYLZN,Shopping,Sale,-8.35,
01/03/2024,01/04/2024,Amazon.com*TKKG,Shopping,Sale,-8.6,
01/03/2024,01/04/2024,Amazon.com*ZWJTK,Shopping,Sale,-39.67,
01/04/2024,01/04/2024,AMZN Mktp US*TKKFL,Shopping,Sale,-53.88,
01/03/2024,01/03/2024,Offer:Road Runner Spor,Fees & Adjustments,Adjustment,11.2,
01/03/2024,01/03/2024,Amazon.com*FSE,Shopping,Sale,-95.01,
01/02/2024,01/03/2024,Amazon.com*WCMNW,Shopping,Sale,-18.31,
01/02/2024,01/03/2024,Akita Security Inc.,Professional Services,Sale,-45.39,
12/30/2023,01/01/2024,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-33.0,
12/31/2023,01/01/2024,VSI*COSLEY ZOO,Bills & Utilities,Sale,-20.0,
12/30/2023,12/31/2023,ROAD RUNNER SPORTS,Shopping,Sale,-7.0,
12/30/2023,12/31/2023,ROAD RUNNER SPORTS,Shopping,Sale,-111.97,
12/29/2023,12/31/2023,COSTCO WHSE#,Shopping,Sale,-474.28,
12/28/2023,12/29/2023,JG TITLE COMPANY,Shopping,Sale,-437.23,
12/29/2023,12/29/2023,DicksSportingGoods.com,Shopping,Sale,-127.49,
12/26/2023,12/28/2023,JEWEL OSCO ,Groceries,Sale,-19.36,
12/27/2023,12/28/2023,Dicks Sporting Goods,Shopping,Sale,-80.8,
12/22/2023,12/24/2023,COSTCO WHSE#,Shopping,Sale,-673.92,
12/21/2023,12/22/2023,JIFFYSHIRTS.COM,Shopping,Sale,-29.57,
12/19/2023,12/20/2023,SP HERITAGE,Shopping,Sale,-136.5,
12/19/2023,12/20/2023,SP HERITAGE,Shopping,Sale,-165.75,
12/18/2023,12/19/2023,Patagonia Direct Inc.,Shopping,Sale,-462.28,
12/18/2023,12/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-50.62,
12/17/2023,12/18/2023,SP NOBULL,Shopping,Sale,-147.69,
12/17/2023,12/18/2023,DUPAGECHILDRENSMUS,Gifts & Donations,Sale,-75.0,
12/15/2023,12/17/2023,SIF CAR CARE LLC,Automotive,Sale,-3.0,
12/16/2023,12/17/2023,COSTCO WHSE#,Shopping,Sale,-466.09,
12/15/2023,12/17/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
12/16/2023,12/17/2023,COSTCO WHSE#,Shopping,Sale,-2.16,
12/13/2023,12/13/2023,Payment Thank You - Web,,Payment,3424.69,
12/11/2023,12/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-193.14,
12/10/2023,12/11/2023,SP EV HOVER,Automotive,Sale,-319.93,
12/07/2023,12/10/2023,SIF CAR CARE LLC,Automotive,Sale,-15.0,
12/09/2023,12/10/2023,COSTCO WHSE#,Shopping,Sale,-372.69,
12/09/2023,12/10/2023,COSTCO WHSE#,Shopping,Sale,-3.79,
12/04/2023,12/05/2023,SQ *AJA MUSIC LLC,Education,Sale,-40.0,
12/02/2023,12/04/2023,SIF CAR CARE LLC,Automotive,Sale,-13.0,
12/02/2023,12/03/2023,COSTCO WHSE#,Shopping,Sale,-4.33,
12/02/2023,12/03/2023,COSTCO WHSE#,Shopping,Sale,-0.75,
12/01/2023,12/03/2023,PREMIER VOLVO CARS OVERLA,Automotive,Sale,-1500.0,
12/01/2023,12/03/2023,THE HANOVER INSU CE GRO,Bills & Utilities,Sale,-10.0,
12/02/2023,12/03/2023,COSTCO WHSE#,Shopping,Sale,-185.49,
11/30/2023,12/01/2023,IN *BENSBESTPRICELLC,Automotive,Sale,-1165.0,
11/29/2023,11/30/2023,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
11/28/2023,11/29/2023,SP COLOR WOW,Personal,Sale,-37.13,
11/26/2023,11/27/2023,COSTCO GAS #,Gas,Sale,-30.37,
11/26/2023,11/27/2023,COSTCO WHSE#,Shopping,Sale,-282.6,
11/26/2023,11/27/2023,COSTCO WHSE#,Shopping,Sale,-3.79,
11/25/2023,11/26/2023,NUVEBEAUTY,Shopping,Sale,-58.0,
11/24/2023,11/26/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
11/21/2023,11/22/2023,COSTCO WHSE#,Shopping,Sale,-163.24,
11/20/2023,11/21/2023,AMZN Mktp US,Shopping,Return,6.33,
11/17/2023,11/19/2023,COSTCO GAS #,Gas,Sale,-53.6,
11/17/2023,11/19/2023,COSTCO WHSE#,Shopping,Sale,-316.18,
11/17/2023,11/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-33.82,
11/15/2023,11/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,192.76,
11/11/2023,11/13/2023,SIF CAR CARE LLC,Automotive,Sale,-6.0,
11/11/2023,11/12/2023,COSTCO WHSE#,Shopping,Sale,-386.18,
11/11/2023,11/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-258.69,
11/09/2023,11/12/2023,SIF CAR CARE LLC,Automotive,Sale,-10.0,
11/08/2023,11/09/2023,Amazon.com*PZCBUS,Shopping,Sale,-37.7,
11/07/2023,11/08/2023,AMZN Mktp US*KZFJ,Shopping,Sale,-131.46,
11/07/2023,11/07/2023,Amazon.com*QBBX,Shopping,Sale,-517.18,
11/05/2023,11/06/2023,COSTCO WHSE#,Shopping,Sale,-509.4,
11/05/2023,11/06/2023,COSTCO WHSE#,Shopping,Sale,-13.52,
11/04/2023,11/05/2023,AMZN Mktp US*RHML,Shopping,Sale,-14.17,
11/04/2023,11/05/2023,SP DREAMLAND BABY,Shopping,Sale,-94.56,
11/04/2023,11/05/2023,AMZN Mktp US*UOT,Shopping,Sale,-18.26,
11/02/2023,11/03/2023,TARGET ,Groceries,Sale,-82.12,
11/01/2023,11/02/2023,AMZN Mktp CA*ILDHN,Shopping,Sale,-35.31,
10/31/2023,11/01/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
10/31/2023,10/31/2023,AMZN Mktp US*PEDV,Shopping,Sale,-16.83,
10/29/2023,10/30/2023,COSTCO WHSE#,Shopping,Sale,-359.11,
10/29/2023,10/30/2023,WWW COSTCO COM,Shopping,Sale,-120.0,
10/28/2023,10/30/2023,CASEYS #,Gas,Sale,-3.09,
10/28/2023,10/29/2023,Amazon.com*GCNN,Shopping,Sale,-39.32,
10/28/2023,10/29/2023,Amazon.com*LWMPB,Shopping,Sale,-6.95,
10/23/2023,10/24/2023,AMZN Mktp US*QZEA,Shopping,Sale,-25.85,
10/23/2023,10/24/2023,AMZN Mktp US*HDJEMT,Shopping,Sale,-48.71,
10/22/2023,10/23/2023,Amazon.com*OAWEQ,Shopping,Sale,-13.73,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-70.0,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-43.66,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-12.0,
10/19/2023,10/19/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Refund,0.24,
10/18/2023,10/19/2023,AMZN Mktp US*TPEIR,Shopping,Sale,-23.26,
10/18/2023,10/19/2023,SP REVENGEBODY,Shopping,Sale,-13.2,
10/18/2023,10/19/2023,AMZN Mktp US*TPMHT,Shopping,Sale,-17.23,
10/18/2023,10/19/2023,SP REVENGEBODY,Shopping,Sale,-53.87,
10/18/2023,10/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-189.99,
10/17/2023,10/18/2023,Amazon.com*TDJOQ,Shopping,Sale,-14.03,
10/18/2023,10/18/2023,AMZN Mktp US*TPSV,Shopping,Sale,-43.09,
10/17/2023,10/17/2023,Amazon.com*TDYCL,Shopping,Sale,-77.3,
10/17/2023,10/17/2023,Amazon.com*TPYW,Shopping,Sale,-41.03,
10/16/2023,10/16/2023,Payment Thank You Bill Pa,,Payment,13750.97,
10/16/2023,10/16/2023,AMZN Mktp US,Shopping,Return,25.58,
10/15/2023,10/16/2023,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-16.0,
10/15/2023,10/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,386.66,
10/14/2023,10/15/2023,AMZN Mktp US*TPJVH,Shopping,Sale,-58.19,
10/14/2023,10/15/2023,AMZN Mktp US*TPUX,Shopping,Sale,-4.57,
10/12/2023,10/13/2023,Amazon.com*TEK,Shopping,Sale,-58.15,
10/11/2023,10/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-244.18,
10/09/2023,10/10/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-221.64,
10/09/2023,10/10/2023,rawsomepets.net,Shopping,Sale,-393.33,
10/08/2023,10/10/2023,SIF CAR CARE LLC,Automotive,Sale,-9.0,
10/09/2023,10/10/2023,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
10/08/2023,10/09/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-60.44,
10/07/2023,10/08/2023,KIDSNIPS,Personal,Sale,-27.0,
10/06/2023,10/08/2023,OSWALDS PHARMACY,Health & Wellness,Sale,-9.68,
10/05/2023,10/08/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-123.6,
10/06/2023,10/08/2023,BINNYS BEVERAGE DEPOT ,Food & Drink,Sale,-15.85,
10/06/2023,10/08/2023,HOMEGOODS #,Shopping,Sale,-11.83,
10/04/2023,10/05/2023,SQ *AJA MUSIC LLC,Education,Sale,-40.0,
10/05/2023,10/05/2023,Amazon.com*TPTUI,Shopping,Sale,-43.04,
10/04/2023,10/05/2023,Amazon.com*TEMTLQ,Shopping,Sale,-33.35,
10/03/2023,10/04/2023,AMZN Mktp US*TP,Shopping,Sale,-26.43,
10/02/2023,10/03/2023,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
10/02/2023,10/03/2023,Amazon.com*TDPZ,Shopping,Sale,-17.98,
10/01/2023,10/02/2023,AMZN Mktp US*TZTR,Shopping,Sale,-25.58,
10/02/2023,10/02/2023,AMZN Mktp US*TCKV,Shopping,Sale,-4.51,
09/30/2023,10/01/2023,AMZN Mktp US*TQMU,Shopping,Sale,-21.28,
09/27/2023,09/29/2023,SHELL OIL ,Gas,Sale,-4.85,
09/26/2023,09/27/2023,Amazon.com*TISHI,Shopping,Sale,-4.39,
09/25/2023,09/26/2023,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
09/23/2023,09/24/2023,CASEYS FOODS,Groceries,Sale,-72.34,
09/23/2023,09/24/2023,KELLER'S FARMSTAND O ,Home,Sale,-9.09,
09/23/2023,09/24/2023,KELLER'S FARMSTAND O ,Home,Sale,-4.55,
09/18/2023,09/19/2023,Amazon.com*TXIHM,Shopping,Sale,-31.58,
09/18/2023,09/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-208.79,
09/17/2023,09/18/2023,AMZN Mktp US*TXJJP,Shopping,Sale,-38.09,
09/16/2023,09/17/2023,WAL-MART #,Groceries,Sale,-4.32,
09/15/2023,09/17/2023,Amazon.com*TRAQU,Shopping,Sale,-43.19,
09/15/2023,09/17/2023,Amazon.com*TRBMJ,Shopping,Sale,-14.93,
09/15/2023,09/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,356.66,
09/15/2023,09/15/2023,AMZN Mktp US*TXNQL,Shopping,Sale,-18.31,
09/15/2023,09/15/2023,AMZN Mktp US*TXWE,Shopping,Sale,-20.75,
09/14/2023,09/14/2023,AMZN Mktp US*TRYZ,Shopping,Sale,-24.75,
09/14/2023,09/14/2023,AMZN Mktp US*TRDLVT,Shopping,Sale,-12.87,
09/11/2023,09/12/2023,Amazon.com*TRNIB,Shopping,Sale,-17.18,
09/11/2023,09/12/2023,AMZN Mktp US*TRRM,Shopping,Sale,-40.6,
09/11/2023,09/12/2023,Amazon.com*TRZWM,Shopping,Sale,-0.35,
09/08/2023,09/10/2023,EDWARD PHARMACY,Health & Wellness,Sale,-41.57,
09/09/2023,09/10/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-149.83,
09/10/2023,09/10/2023,AMZN Mktp US*TRDV,Shopping,Sale,-4.08,
09/09/2023,09/10/2023,Amazon.com*TRLQPR,Shopping,Sale,-11.84,
09/09/2023,09/10/2023,Amazon.com*TLMLIQ,Shopping,Sale,-19.97,
09/06/2023,09/07/2023,EDWARD GUEST TRAYS,Health & Wellness,Sale,-12.0,
09/06/2023,09/06/2023,AMZN Mktp US*TLLSH,Shopping,Sale,-20.24,
09/05/2023,09/06/2023,AMZN Mktp US*TLSXEO,Shopping,Sale,-22.06,
09/04/2023,09/04/2023,Amazon.com*TLZV,Shopping,Sale,-11.22,
08/31/2023,08/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.03,
08/30/2023,08/31/2023,AMZN Mktp CA*TIUJ,Bills & Utilities,Sale,-1.2,
08/29/2023,08/30/2023,AMZN Mktp US*THX,Shopping,Sale,-33.39,
08/28/2023,08/28/2023,Amazon.com*TGPJA,Shopping,Sale,-279.99,
08/27/2023,08/28/2023,AMZN Mktp US*TVV,Shopping,Sale,-55.57,
08/28/2023,08/28/2023,Amazon.com*TUJJ,Shopping,Sale,-60.42,
08/26/2023,08/27/2023,SQ *GUNDERSEN ORCHARDS,Groceries,Sale,-13.0,
08/24/2023,08/24/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-55.04,
08/23/2023,08/24/2023,Amazon.com*TQEO,Shopping,Sale,-37.64,
08/22/2023,08/23/2023,AMZN Mktp US*TQSGF,Shopping,Sale,-44.18,
08/22/2023,08/23/2023,Amazon.com*TQCN,Shopping,Sale,-68.52,
08/19/2023,08/20/2023,SQ *MCGELDER FARMS LLC,Groceries,Sale,-26.0,
08/19/2023,08/20/2023,AMZN Mktp US*TONRYS,Shopping,Sale,-62.94,
08/18/2023,08/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-190.97,
08/15/2023,08/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,283.66,
08/14/2023,08/14/2023,AMZN Mktp US*TOFQU,Shopping,Sale,-9.91,
08/13/2023,08/14/2023,KIDSNIPS,Personal,Sale,-27.0,
08/07/2023,08/08/2023,Amazon.com*TAJG,Shopping,Sale,-60.28,
08/05/2023,08/06/2023,FSP*TWO BOSTONS - MARKET,Shopping,Sale,-35.54,
08/05/2023,08/06/2023,THE ARTFUL CANINE,Shopping,Sale,-36.98,
08/05/2023,08/06/2023,Amazon.com*TABE,Shopping,Sale,-10.97,
08/05/2023,08/06/2023,AMZN Mktp US*TAFO,Shopping,Sale,-26.44,
08/04/2023,08/06/2023,AMZN Mktp US*TAXKT,Shopping,Sale,-42.94,
07/31/2023,08/02/2023,PARKINGMETER ,Travel,Sale,-14.0,
07/31/2023,08/02/2023,PARKINGMETER ,Travel,Sale,-14.0,
07/31/2023,08/02/2023,PARKINGMETER ,Travel,Sale,-14.0,
07/31/2023,08/01/2023,SQ *CHICAGO RIVERWALK VEN,Food & Drink,Sale,-17.75,
07/31/2023,08/01/2023,TST* Sparrow Coffee Naper,Food & Drink,Sale,-14.34,
07/31/2023,07/31/2023,AMZN Mktp US*THBBMO,Shopping,Sale,-13.72,
07/30/2023,07/31/2023,SP CATALINA CRUNCH,Groceries,Sale,-39.0,
07/28/2023,07/30/2023,Amazon.com*TTQX,Shopping,Sale,-21.93,
07/25/2023,07/26/2023,AMZN Mktp US*THLBK,Shopping,Sale,-68.51,
07/25/2023,07/26/2023,AMZN Mktp US*TH,Shopping,Sale,-14.0,
07/25/2023,07/26/2023,Amazon.com*TUHP,Shopping,Sale,-5.4,
07/25/2023,07/25/2023,Amazon.com*EKVJ,Shopping,Sale,-75.41,
07/24/2023,07/25/2023,AMZN Mktp US*TFM,Shopping,Sale,-17.23,
07/23/2023,07/23/2023,Amazon.com*Z,Shopping,Sale,-21.34,
07/22/2023,07/23/2023,Amazon.com*UXAG,Shopping,Sale,-36.62,
07/23/2023,07/23/2023,AMZN Mktp US*RHA,Shopping,Sale,-26.91,
07/19/2023,07/20/2023,Amazon.com*SVJZ,Shopping,Sale,-59.28,
07/18/2023,07/19/2023,HEALTH INS PREMIUM PMT,Bills & Utilities,Sale,-991.9,
07/18/2023,07/19/2023,HEALTH INS PREMIUM PMT,Bills & Utilities,Sale,-84.79,
07/18/2023,07/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-135.33,
07/16/2023,07/17/2023,Amazon.com*KOZKDQ,Shopping,Sale,-32.27,
07/14/2023,07/16/2023,Amazon.com*BRMRRE,Shopping,Sale,-75.35,
07/14/2023,07/14/2023,AUTOMATIC PAYMENT - THANK,,Payment,215.66,
07/06/2023,07/07/2023,AMZN Mktp US*ELFU,Shopping,Sale,-18.26,
07/05/2023,07/07/2023,SIF CAR CARE LLC,Automotive,Sale,-14.0,
07/06/2023,07/06/2023,AMZN Mktp US*GLMUA,Shopping,Sale,-41.94,
07/04/2023,07/06/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.0,
07/05/2023,07/06/2023,FISH POTTER BOLANOS PC,Professional Services,Sale,-1500.0,
07/04/2023,07/04/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62,
07/03/2023,07/04/2023,BYNG VARIETY AND GAS CORP,Groceries,Sale,-20.92,
06/28/2023,06/29/2023,MARATHON PETRO,Gas,Sale,-3.29,
06/27/2023,06/28/2023,AMZN Mktp US*OQBV,Shopping,Sale,-34.43,
06/25/2023,06/26/2023,Amazon Tips*VKNVN,Shopping,Sale,-10.0,
06/24/2023,06/25/2023,AMZN Mktp US*GSPNB,Shopping,Sale,-26.66,
06/24/2023,06/25/2023,Prime Video Channels,Shopping,Sale,-10.99,
06/24/2023,06/25/2023,Amazon.com*NJHG,Groceries,Sale,-214.09,
06/24/2023,06/25/2023,KIDSNIPS,Personal,Sale,-44.16,
06/24/2023,06/25/2023,Prime Video Channels,Shopping,Sale,-9.99,
06/22/2023,06/23/2023,rawsomepets.net,Shopping,Sale,-487.17,
06/22/2023,06/22/2023,Prime Video Channels,Shopping,Sale,-15.99,
06/19/2023,06/19/2023,AMZN Mktp US*ZNN,Shopping,Sale,-27.46,
06/18/2023,06/19/2023,Amazon Tips*WWMK,Shopping,Sale,-7.0,
06/18/2023,06/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-93.02,
06/16/2023,06/18/2023,AMZN Mktp US*UCX,Shopping,Sale,-47.34,
06/18/2023,06/18/2023,Amazon.com*QCBVI,Shopping,Sale,-9.04,
06/15/2023,06/18/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-120.0,
06/16/2023,06/18/2023,AMZN Mktp US*LJE,Shopping,Sale,-33.33,
06/17/2023,06/18/2023,TST* NAUTICAL BOWLS - NAP,Food & Drink,Sale,-31.7,
06/17/2023,06/18/2023,Amazon.com*AUGI,Groceries,Sale,-139.89,
06/15/2023,06/16/2023,AMZN Mktp US*VWWD,Shopping,Sale,-13.75,
06/15/2023,06/15/2023,Payment Thank You - Web,,Payment,1500.0,
06/13/2023,06/14/2023,ILSOS INT VEH RENEWAL,Bills & Utilities,Sale,-154.4,
06/13/2023,06/14/2023,KESAP CLEAN,Home,Sale,-185.0,
06/12/2023,06/13/2023,Amazon Tips*WKQY,Shopping,Sale,-10.0,
06/13/2023,06/13/2023,Amazon.com*XPCP,Shopping,Sale,-60.69,
06/12/2023,06/13/2023,SP MANLYMANCO INC,Groceries,Sale,-78.81,
06/12/2023,06/13/2023,Amazon.com*NJJCM,Shopping,Sale,-107.74,
06/11/2023,06/12/2023,Amazon.com*LGO,Shopping,Sale,-16.19,
06/11/2023,06/12/2023,Amazon.com*MWGG,Shopping,Sale,-18.89,
06/11/2023,06/12/2023,Amazon.com*GNPSV,Groceries,Sale,-174.66,
06/11/2023,06/11/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-110.08,
06/10/2023,06/11/2023,BOUTIQUE NAILS LLC,Personal,Sale,-75.0,
06/08/2023,06/09/2023,AMZN Mktp US*EGGO,Shopping,Sale,-35.88,
06/06/2023,06/07/2023,AMZN Mktp US*ZKJE,Shopping,Sale,-44.59,
06/07/2023,06/07/2023,Amazon.com*JMXB,Shopping,Sale,-71.12,
06/05/2023,06/06/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-134.73,
06/05/2023,06/06/2023,Amazon Tips*HMCUZ,Shopping,Sale,-7.0,
06/04/2023,06/05/2023,Amazon.com*SNQZH,Groceries,Sale,-137.23,
06/03/2023,06/05/2023,SIF CAR CARE LLC,Automotive,Sale,-14.0,
06/04/2023,06/04/2023,Prime Video *BOC,Shopping,Sale,-5.99,
06/03/2023,06/04/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-99.48,
06/02/2023,06/02/2023,KESAP CLEAN,Home,Sale,-185.0,
05/30/2023,05/31/2023,SP NANIT,Health & Wellness,Sale,-299.56,
05/29/2023,05/30/2023,Amazon Tips*GNW,Shopping,Sale,-10.0,
05/28/2023,05/29/2023,Amazon.com*NWVOE,Groceries,Sale,-213.02,
05/26/2023,05/28/2023,AMZN Mktp US*HINH,Shopping,Sale,-42.01,
05/26/2023,05/28/2023,AMZN Mktp US*DRAUE,Shopping,Sale,-14.82,
05/26/2023,05/28/2023,AMZN Mktp US*JDTMVJ,Shopping,Sale,-31.24,
05/25/2023,05/26/2023,AMZN Mktp US*TOGF,Shopping,Sale,-37.7,
05/25/2023,05/26/2023,AMZN Mktp US*W,Shopping,Sale,-19.38,
05/25/2023,05/26/2023,WDL CELLUCOR,Groceries,Sale,-100.71,
05/24/2023,05/25/2023,AMZN Mktp US*BVLF,Shopping,Sale,-29.08,
05/24/2023,05/25/2023,AMZN Mktp US*QMCAY,Shopping,Sale,-104.45,
05/24/2023,05/24/2023,Amazon.com*QXVLCQ,Shopping,Sale,-21.52,
05/24/2023,05/24/2023,Prime Video,Shopping,Sale,-10.99,
05/23/2023,05/24/2023,Amazon.com*MG,Shopping,Sale,-52.37,
05/24/2023,05/24/2023,Prime Video,Shopping,Sale,-9.99,
05/23/2023,05/24/2023,Amazon Tips*TUDXS,Shopping,Sale,-5.0,
05/23/2023,05/24/2023,AMZN Mktp US*DTMSM,Shopping,Sale,-34.4,
05/22/2023,05/23/2023,Amazon.com*IIKL,Groceries,Sale,-373.36,
05/22/2023,05/23/2023,AMZN Mktp US*KMTRS,Shopping,Sale,-148.7,
05/21/2023,05/22/2023,COURSRAUQBMMOIA,Education,Sale,-39.0,
