Transaction Date,Post Date,Description,Category,Type,Amount,Memo
01/12/2024,01/12/2024,Akita Security Inc.,Professional Services,Sale,-45.39,
01/09/2024,01/11/2024,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-158.00,
01/09/2024,01/10/2024,Raw-some Pet Food LLC,Shopping,Sale,-408.25,
01/08/2024,01/09/2024,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
01/07/2024,01/08/2024,SP SKIMS,Shopping,Sale,-112.09,
01/05/2024,01/07/2024,EOLA POINT ANIMAL HOSP,Personal,Sale,-267.00,
01/05/2024,01/07/2024,Amazon.com*TK4C35U20,Shopping,Sale,-11.70,
01/06/2024,01/07/2024,COSTCO WHSE#1443,Shopping,Sale,-257.15,
01/06/2024,01/07/2024,COSTCO WHSE#1443,Shopping,Sale,-3.79,
01/03/2024,01/05/2024,SPIRIT OF AMERICA NAP,Automotive,Sale,-4.59,
01/04/2024,01/05/2024,Amazon.com*TK2YL0ZN2,Shopping,Sale,-8.35,
01/03/2024,01/04/2024,Amazon.com*TK38K8G80,Shopping,Sale,-8.60,
01/03/2024,01/04/2024,Amazon.com*ZW6JT3K23,Shopping,Sale,-39.67,
01/04/2024,01/04/2024,AMZN Mktp US*TK2KF24L2,Shopping,Sale,-53.88,
01/03/2024,01/03/2024,Offer:Road Runner Spor,Fees & Adjustments,Adjustment,11.20,
01/03/2024,01/03/2024,Amazon.com*441FS2E03,Shopping,Sale,-95.01,
01/02/2024,01/03/2024,Amazon.com*WC6MN6W63,Shopping,Sale,-18.31,
01/02/2024,01/03/2024,Akita Security Inc.,Professional Services,Sale,-45.39,
12/30/2023,01/01/2024,PLAYROOM CAFE TWO  LLC,Food & Drink,Sale,-33.00,
12/31/2023,01/01/2024,VSI*COSLEY ZOO,Bills & Utilities,Sale,-20.00,
12/30/2023,12/31/2023,ROAD RUNNER SPORTS,Shopping,Sale,-7.00,
12/30/2023,12/31/2023,ROAD RUNNER SPORTS,Shopping,Sale,-111.97,
12/29/2023,12/31/2023,COSTCO WHSE#1443,Shopping,Sale,-474.28,
12/28/2023,12/29/2023,JG TITLE COMPANY,Shopping,Sale,-437.23,
12/29/2023,12/29/2023,DicksSportingGoods.com,Shopping,Sale,-127.49,
12/26/2023,12/28/2023,JEWEL OSCO 1111,Groceries,Sale,-19.36,
12/27/2023,12/28/2023,Dicks Sporting Goods,Shopping,Sale,-80.80,
12/22/2023,12/24/2023,COSTCO WHSE#1443,Shopping,Sale,-673.92,
12/21/2023,12/22/2023,JIFFYSHIRTS.COM,Shopping,Sale,-29.57,
12/19/2023,12/20/2023,SP 34HERITAGE,Shopping,Sale,-136.50,
12/19/2023,12/20/2023,SP 34HERITAGE,Shopping,Sale,-165.75,
12/18/2023,12/19/2023,Patagonia Direct Inc.,Shopping,Sale,-462.28,
12/18/2023,12/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-50.62,
12/17/2023,12/18/2023,SP NOBULL,Shopping,Sale,-147.69,
12/17/2023,12/18/2023,DUPAGECHILDRENSMUS,Gifts & Donations,Sale,-75.00,
12/15/2023,12/17/2023,SIF CAR CARE LLC,Automotive,Sale,-3.00,
12/16/2023,12/17/2023,COSTCO WHSE#1443,Shopping,Sale,-466.09,
12/15/2023,12/17/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
12/16/2023,12/17/2023,COSTCO WHSE#1443,Shopping,Sale,-2.16,
12/13/2023,12/13/2023,Payment Thank You - Web,,Payment,3424.69,
12/11/2023,12/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-193.14,
12/10/2023,12/11/2023,SP EV HOVER,Automotive,Sale,-319.93,
12/07/2023,12/10/2023,SIF CAR CARE LLC,Automotive,Sale,-15.00,
12/09/2023,12/10/2023,COSTCO WHSE#1443,Shopping,Sale,-372.69,
12/09/2023,12/10/2023,COSTCO WHSE#1443,Shopping,Sale,-3.79,
12/04/2023,12/05/2023,SQ *AJA MUSIC  LLC,Education,Sale,-40.00,
12/02/2023,12/04/2023,SIF CAR CARE LLC,Automotive,Sale,-13.00,
12/02/2023,12/03/2023,COSTCO WHSE#1443,Shopping,Sale,-4.33,
12/02/2023,12/03/2023,COSTCO WHSE#1443,Shopping,Sale,-0.75,
12/01/2023,12/03/2023,PREMIER VOLVO CARS OVERLA,Automotive,Sale,-1500.00,
12/01/2023,12/03/2023,THE HANOVER INSU   CE GRO,Bills & Utilities,Sale,-10.00,
12/02/2023,12/03/2023,COSTCO WHSE#1443,Shopping,Sale,-185.49,
11/30/2023,12/01/2023,IN *BENSBESTPRICELLC,Automotive,Sale,-1165.00,
11/29/2023,11/30/2023,STAX   *AKITA SECURIT,Professional Services,Sale,-45.39,
11/28/2023,11/29/2023,SP COLOR WOW,Personal,Sale,-37.13,
11/26/2023,11/27/2023,COSTCO GAS #1443,Gas,Sale,-30.37,
11/26/2023,11/27/2023,COSTCO WHSE#1443,Shopping,Sale,-282.60,
11/26/2023,11/27/2023,COSTCO WHSE#1443,Shopping,Sale,-3.79,
11/25/2023,11/26/2023,NUVEBEAUTY,Shopping,Sale,-58.00,
11/24/2023,11/26/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
11/21/2023,11/22/2023,COSTCO WHSE#1443,Shopping,Sale,-163.24,
11/20/2023,11/21/2023,AMZN Mktp US,Shopping,Return,6.33,
11/17/2023,11/19/2023,COSTCO GAS #1443,Gas,Sale,-53.60,
11/17/2023,11/19/2023,COSTCO WHSE#1443,Shopping,Sale,-316.18,
11/17/2023,11/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-33.82,
11/15/2023,11/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,192.76,
11/11/2023,11/13/2023,SIF CAR CARE LLC,Automotive,Sale,-6.00,
11/11/2023,11/12/2023,COSTCO WHSE#1443,Shopping,Sale,-386.18,
11/11/2023,11/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-258.69,
11/09/2023,11/12/2023,SIF CAR CARE LLC,Automotive,Sale,-10.00,
11/08/2023,11/09/2023,Amazon.com*PZ6CB3US3,Shopping,Sale,-37.70,
11/07/2023,11/08/2023,AMZN Mktp US*0K5Z59FJ3,Shopping,Sale,-131.46,
11/07/2023,11/07/2023,Amazon.com*QB29B09X3,Shopping,Sale,-517.18,
11/05/2023,11/06/2023,COSTCO WHSE#1443,Shopping,Sale,-509.40,
11/05/2023,11/06/2023,COSTCO WHSE#1443,Shopping,Sale,-13.52,
11/04/2023,11/05/2023,AMZN Mktp US*RH0077ML3,Shopping,Sale,-14.17,
11/04/2023,11/05/2023,SP DREAMLAND BABY,Shopping,Sale,-94.56,
11/04/2023,11/05/2023,AMZN Mktp US*1U1441OT3,Shopping,Sale,-18.26,
11/02/2023,11/03/2023,TARGET        00019034,Groceries,Sale,-82.12,
11/01/2023,11/02/2023,AMZN Mktp CA*I89LD4HN3,Shopping,Sale,-35.31,
10/31/2023,11/01/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-274.55,
10/31/2023,10/31/2023,AMZN Mktp US*PE14D30V3,Shopping,Sale,-16.83,
10/29/2023,10/30/2023,COSTCO WHSE#1443,Shopping,Sale,-359.11,
10/29/2023,10/30/2023,WWW COSTCO COM,Shopping,Sale,-120.00,
10/28/2023,10/30/2023,CASEYS #6526,Gas,Sale,-3.09,
10/28/2023,10/29/2023,Amazon.com*GC4NN9283,Shopping,Sale,-39.32,
10/28/2023,10/29/2023,Amazon.com*LW4M33PB3,Shopping,Sale,-6.95,
10/23/2023,10/24/2023,AMZN Mktp US*QZ0E510A3,Shopping,Sale,-25.85,
10/23/2023,10/24/2023,AMZN Mktp US*HD8JE2MT3,Shopping,Sale,-48.71,
10/22/2023,10/23/2023,Amazon.com*OA0WE51Q3,Shopping,Sale,-13.73,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-70.00,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-43.66,
10/21/2023,10/22/2023,SQ *WINDY ACRES FARM,Groceries,Sale,-12.00,
10/19/2023,10/19/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Refund,0.24,
10/18/2023,10/19/2023,AMZN Mktp US*TP6E96IR2,Shopping,Sale,-23.26,
10/18/2023,10/19/2023,SP REVENGEBODY,Shopping,Sale,-13.20,
10/18/2023,10/19/2023,AMZN Mktp US*TP02M9HT1,Shopping,Sale,-17.23,
10/18/2023,10/19/2023,SP REVENGEBODY,Shopping,Sale,-53.87,
10/18/2023,10/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-189.99,
10/17/2023,10/18/2023,Amazon.com*TD04J0OQ0,Shopping,Sale,-14.03,
10/18/2023,10/18/2023,AMZN Mktp US*TP7S55V31,Shopping,Sale,-43.09,
10/17/2023,10/17/2023,Amazon.com*TD13Y2CL0,Shopping,Sale,-77.30,
10/17/2023,10/17/2023,Amazon.com*TP6180YW0,Shopping,Sale,-41.03,
10/16/2023,10/16/2023,Payment Thank You Bill Pa,,Payment,13750.97,
10/16/2023,10/16/2023,AMZN Mktp US,Shopping,Return,25.58,
10/15/2023,10/16/2023,PLAYROOM CAFE TWO  LLC,Food & Drink,Sale,-16.00,
10/15/2023,10/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,386.66,
10/14/2023,10/15/2023,AMZN Mktp US*TP7J51VH0,Shopping,Sale,-58.19,
10/14/2023,10/15/2023,AMZN Mktp US*TP1U901X2,Shopping,Sale,-4.57,
10/12/2023,10/13/2023,Amazon.com*TE65K1551,Shopping,Sale,-58.15,
10/11/2023,10/12/2023,CITY OF NAPERVILLE,Bills & Utilities,Sale,-244.18,
10/09/2023,10/10/2023,WWW.HIBOBBIE.COM,Shopping,Sale,-221.64,
10/09/2023,10/10/2023,rawsomepets.net,Shopping,Sale,-393.33,
10/08/2023,10/10/2023,SIF CAR CARE LLC,Automotive,Sale,-9.00,
10/09/2023,10/10/2023,STAX   *AKITA SECURIT,Professional Services,Sale,-45.39,
10/08/2023,10/09/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-60.44,
10/07/2023,10/08/2023,KIDSNIPS,Personal,Sale,-27.00,
10/06/2023,10/08/2023,OSWALDS PHARMACY,Health & Wellness,Sale,-9.68,
10/05/2023,10/08/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-123.60,
10/06/2023,10/08/2023,BINNYS BEVERAGE DEPOT 015,Food & Drink,Sale,-15.85,
10/06/2023,10/08/2023,HOMEGOODS #457,Shopping,Sale,-11.83,
10/04/2023,10/05/2023,SQ *AJA MUSIC  LLC,Education,Sale,-40.00,
10/05/2023,10/05/2023,Amazon.com*T91PT9UI0,Shopping,Sale,-43.04,
10/04/2023,10/05/2023,Amazon.com*TE4MT5LQ2,Shopping,Sale,-33.35,
10/03/2023,10/04/2023,AMZN Mktp US*T991728P0,Shopping,Sale,-26.43,
10/02/2023,10/03/2023,STAX   *AKITA SECURIT,Professional Services,Sale,-45.39,
10/02/2023,10/03/2023,Amazon.com*T99D75PZ0,Shopping,Sale,-17.98,
10/01/2023,10/02/2023,AMZN Mktp US*T96Z44TR0,Shopping,Sale,-25.58,
10/02/2023,10/02/2023,AMZN Mktp US*T94C43KV2,Shopping,Sale,-4.51,
09/30/2023,10/01/2023,AMZN Mktp US*T98QM04U0,Shopping,Sale,-21.28,
09/27/2023,09/29/2023,SHELL OIL 10008962002,Gas,Sale,-4.85,
09/26/2023,09/27/2023,Amazon.com*T12IS4HI0,Shopping,Sale,-4.39,
09/25/2023,09/26/2023,STAX   *AKITA SECURIT,Professional Services,Sale,-45.39,
09/23/2023,09/24/2023,CASEYS FOODS,Groceries,Sale,-72.34,
09/23/2023,09/24/2023,KELLER'S FARMSTAND O 20,Home,Sale,-9.09,
09/23/2023,09/24/2023,KELLER'S FARMSTAND O 20,Home,Sale,-4.55,
09/18/2023,09/19/2023,Amazon.com*TX3IH4M90,Shopping,Sale,-31.58,
09/18/2023,09/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-208.79,
09/17/2023,09/18/2023,AMZN Mktp US*TX4JJ1P00,Shopping,Sale,-38.09,
09/16/2023,09/17/2023,WAL-MART #1401,Groceries,Sale,-4.32,
09/15/2023,09/17/2023,Amazon.com*TR25A2QU1,Shopping,Sale,-43.19,
09/15/2023,09/17/2023,Amazon.com*TR3BM96J1,Shopping,Sale,-14.93,
09/15/2023,09/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,356.66,
09/15/2023,09/15/2023,AMZN Mktp US*TX7NQ7L70,Shopping,Sale,-18.31,
09/15/2023,09/15/2023,AMZN Mktp US*TX6WE5372,Shopping,Sale,-20.75,
09/14/2023,09/14/2023,AMZN Mktp US*TR4319YZ0,Shopping,Sale,-24.75,
09/14/2023,09/14/2023,AMZN Mktp US*TR7DL2VT1,Shopping,Sale,-12.87,
09/11/2023,09/12/2023,Amazon.com*TR7NI4B52,Shopping,Sale,-17.18,
09/11/2023,09/12/2023,AMZN Mktp US*TR6R06M90,Shopping,Sale,-40.60,
09/11/2023,09/12/2023,Amazon.com*TR0ZW74M1,Shopping,Sale,-0.35,
09/08/2023,09/10/2023,EDWARD PHARMACY,Health & Wellness,Sale,-41.57,
09/09/2023,09/10/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-149.83,
09/10/2023,09/10/2023,AMZN Mktp US*TR0DV3090,Shopping,Sale,-4.08,
09/09/2023,09/10/2023,Amazon.com*TR3LQ6PR2,Shopping,Sale,-11.84,
09/09/2023,09/10/2023,Amazon.com*TL7ML9IQ1,Shopping,Sale,-19.97,
09/06/2023,09/07/2023,EDWARD GUEST TRAYS,Health & Wellness,Sale,-12.00,
09/06/2023,09/06/2023,AMZN Mktp US*TL9L37SH0,Shopping,Sale,-20.24,
09/05/2023,09/06/2023,AMZN Mktp US*TL6SX7EO1,Shopping,Sale,-22.06,
09/04/2023,09/04/2023,Amazon.com*TL1374ZV1,Shopping,Sale,-11.22,
08/31/2023,08/31/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.03,
08/30/2023,08/31/2023,AMZN Mktp CA*T34I98UJ0,Bills & Utilities,Sale,-1.20,
08/29/2023,08/30/2023,AMZN Mktp US*T34HX9252,Shopping,Sale,-33.39,
08/28/2023,08/28/2023,Amazon.com*T34GP3JA1,Shopping,Sale,-279.99,
08/27/2023,08/28/2023,AMZN Mktp US*T37830VV2,Shopping,Sale,-55.57,
08/28/2023,08/28/2023,Amazon.com*T30U95JJ1,Shopping,Sale,-60.42,
08/26/2023,08/27/2023,SQ *GUNDERSEN ORCHARDS,Groceries,Sale,-13.00,
08/24/2023,08/24/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-55.04,
08/23/2023,08/24/2023,Amazon.com*TQ0E548O1,Shopping,Sale,-37.64,
08/22/2023,08/23/2023,AMZN Mktp US*TQ0S48GF1,Shopping,Sale,-44.18,
08/22/2023,08/23/2023,Amazon.com*TQ5CN1912,Shopping,Sale,-68.52,
08/19/2023,08/20/2023,SQ *MCGELDER FARMS LLC,Groceries,Sale,-26.00,
08/19/2023,08/20/2023,AMZN Mktp US*TO2NR9YS1,Shopping,Sale,-62.94,
08/18/2023,08/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-190.97,
08/15/2023,08/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,283.66,
08/14/2023,08/14/2023,AMZN Mktp US*TO2FQ91U0,Shopping,Sale,-9.91,
08/13/2023,08/14/2023,KIDSNIPS,Personal,Sale,-27.00,
08/07/2023,08/08/2023,Amazon.com*TA09J0G00,Shopping,Sale,-60.28,
08/05/2023,08/06/2023,FSP*TWO BOSTONS - MARKET,Shopping,Sale,-35.54,
08/05/2023,08/06/2023,THE ARTFUL CANINE,Shopping,Sale,-36.98,
08/05/2023,08/06/2023,Amazon.com*TA8B30E72,Shopping,Sale,-10.97,
08/05/2023,08/06/2023,AMZN Mktp US*TA76F3O51,Shopping,Sale,-26.44,
08/04/2023,08/06/2023,AMZN Mktp US*TA7XK43T2,Shopping,Sale,-42.94,
07/31/2023,08/02/2023,PARKINGMETER5 8772427901,Travel,Sale,-14.00,
07/31/2023,08/02/2023,PARKINGMETER5 8772427901,Travel,Sale,-14.00,
07/31/2023,08/02/2023,PARKINGMETER5 8772427901,Travel,Sale,-14.00,
07/31/2023,08/01/2023,SQ *CHICAGO RIVERWALK VEN,Food & Drink,Sale,-17.75,
07/31/2023,08/01/2023,TST* Sparrow Coffee Naper,Food & Drink,Sale,-14.34,
07/31/2023,07/31/2023,AMZN Mktp US*TH2BB9MO2,Shopping,Sale,-13.72,
07/30/2023,07/31/2023,SP CATALINA CRUNCH,Groceries,Sale,-39.00,
07/28/2023,07/30/2023,Amazon.com*T67TQ59X1,Shopping,Sale,-21.93,
07/25/2023,07/26/2023,AMZN Mktp US*T68HL5BK2,Shopping,Sale,-68.51,
07/25/2023,07/26/2023,AMZN Mktp US*T647025H0,Shopping,Sale,-14.00,
07/25/2023,07/26/2023,Amazon.com*T617U1HP2,Shopping,Sale,-5.40,
07/25/2023,07/25/2023,Amazon.com*E16KV59J3,Shopping,Sale,-75.41,
07/24/2023,07/25/2023,AMZN Mktp US*T670F5M82,Shopping,Sale,-17.23,
07/23/2023,07/23/2023,Amazon.com*Z87755493,Shopping,Sale,-21.34,
07/22/2023,07/23/2023,Amazon.com*U26XA9G23,Shopping,Sale,-36.62,
07/23/2023,07/23/2023,AMZN Mktp US*R43699HA3,Shopping,Sale,-26.91,
07/19/2023,07/20/2023,Amazon.com*8S2V67JZ3,Shopping,Sale,-59.28,
07/18/2023,07/19/2023,HEALTH INS PREMIUM PMT,Bills & Utilities,Sale,-991.90,
07/18/2023,07/19/2023,HEALTH INS PREMIUM PMT,Bills & Utilities,Sale,-84.79,
07/18/2023,07/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-135.33,
07/16/2023,07/17/2023,Amazon.com*KO7ZK8DQ3,Shopping,Sale,-32.27,
07/14/2023,07/16/2023,Amazon.com*BR0MR0RE3,Shopping,Sale,-75.35,
07/14/2023,07/14/2023,AUTOMATIC PAYMENT - THANK,,Payment,215.66,
07/06/2023,07/07/2023,AMZN Mktp US*5E7L69FU3,Shopping,Sale,-18.26,
07/05/2023,07/07/2023,SIF CAR CARE LLC,Automotive,Sale,-14.00,
07/06/2023,07/06/2023,AMZN Mktp US*GL1MU1A83,Shopping,Sale,-41.94,
07/04/2023,07/06/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.00,
07/05/2023,07/06/2023,FISH POTTER BOLANOS PC,Professional Services,Sale,-1500.00,
07/04/2023,07/04/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62,
07/03/2023,07/04/2023,BYNG VARIETY AND GAS CORP,Groceries,Sale,-20.92,
06/28/2023,06/29/2023,MARATHON PETRO240812,Gas,Sale,-3.29,
06/27/2023,06/28/2023,AMZN Mktp US*OQ6B234V3,Shopping,Sale,-34.43,
06/25/2023,06/26/2023,Amazon Tips*VK1NV82N3,Shopping,Sale,-10.00,
06/24/2023,06/25/2023,AMZN Mktp US*9G8SP5NB3,Shopping,Sale,-26.66,
06/24/2023,06/25/2023,Prime Video Channels,Shopping,Sale,-10.99,
06/24/2023,06/25/2023,Amazon.com*N377J8HG3,Groceries,Sale,-214.09,
06/24/2023,06/25/2023,KIDSNIPS,Personal,Sale,-44.16,
06/24/2023,06/25/2023,Prime Video Channels,Shopping,Sale,-9.99,
06/22/2023,06/23/2023,rawsomepets.net,Shopping,Sale,-487.17,
06/22/2023,06/22/2023,Prime Video Channels,Shopping,Sale,-15.99,
06/19/2023,06/19/2023,AMZN Mktp US*4Z1062NN3,Shopping,Sale,-27.46,
06/18/2023,06/19/2023,Amazon Tips*WW2MK4743,Shopping,Sale,-7.00,
06/18/2023,06/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-93.02,
06/16/2023,06/18/2023,AMZN Mktp US*U72C458X3,Shopping,Sale,-47.34,
06/18/2023,06/18/2023,Amazon.com*QC4BV5I43,Shopping,Sale,-9.04,
06/15/2023,06/18/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-120.00,
06/16/2023,06/18/2023,AMZN Mktp US*LJ5E17853,Shopping,Sale,-33.33,
06/17/2023,06/18/2023,TST* NAUTICAL BOWLS - NAP,Food & Drink,Sale,-31.70,
06/17/2023,06/18/2023,Amazon.com*AU8G395I3,Groceries,Sale,-139.89,
06/15/2023,06/16/2023,AMZN Mktp US*079VW7WD3,Shopping,Sale,-13.75,
06/15/2023,06/15/2023,Payment Thank You - Web,,Payment,1500.00,
06/13/2023,06/14/2023,ILSOS INT VEH RENEWAL,Bills & Utilities,Sale,-154.40,
06/13/2023,06/14/2023,KESAP CLEAN,Home,Sale,-185.00,
06/12/2023,06/13/2023,Amazon Tips*WK9867QY3,Shopping,Sale,-10.00,
06/13/2023,06/13/2023,Amazon.com*X437P7CP3,Shopping,Sale,-60.69,
06/12/2023,06/13/2023,SP MANLYMANCO  INC,Groceries,Sale,-78.81,
06/12/2023,06/13/2023,Amazon.com*2N9JJ3CM3,Shopping,Sale,-107.74,
06/11/2023,06/12/2023,Amazon.com*LG08354O3,Shopping,Sale,-16.19,
06/11/2023,06/12/2023,Amazon.com*2M6WG1G03,Shopping,Sale,-18.89,
06/11/2023,06/12/2023,Amazon.com*G10NP1SV3,Groceries,Sale,-174.66,
06/11/2023,06/11/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-110.08,
06/10/2023,06/11/2023,BOUTIQUE NAILS LLC,Personal,Sale,-75.00,
06/08/2023,06/09/2023,AMZN Mktp US*E61GG6O33,Shopping,Sale,-35.88,
06/06/2023,06/07/2023,AMZN Mktp US*0Z4KJ7E13,Shopping,Sale,-44.59,
06/07/2023,06/07/2023,Amazon.com*JM9X48B93,Shopping,Sale,-71.12,
06/05/2023,06/06/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-134.73,
06/05/2023,06/06/2023,Amazon Tips*HM37C6UZ3,Shopping,Sale,-7.00,
06/04/2023,06/05/2023,Amazon.com*S50NQ4ZH3,Groceries,Sale,-137.23,
06/03/2023,06/05/2023,SIF CAR CARE LLC,Automotive,Sale,-14.00,
06/04/2023,06/04/2023,Prime Video *BO0C03993,Shopping,Sale,-5.99,
06/03/2023,06/04/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-99.48,
06/02/2023,06/02/2023,KESAP CLEAN,Home,Sale,-185.00,
05/30/2023,05/31/2023,SP NANIT,Health & Wellness,Sale,-299.56,
05/29/2023,05/30/2023,Amazon Tips*8G88N35W3,Shopping,Sale,-10.00,
05/28/2023,05/29/2023,Amazon.com*NW43V8OE3,Groceries,Sale,-213.02,
05/26/2023,05/28/2023,AMZN Mktp US*H32I99NH3,Shopping,Sale,-42.01,
05/26/2023,05/28/2023,AMZN Mktp US*DR1AU67E3,Shopping,Sale,-14.82,
05/26/2023,05/28/2023,AMZN Mktp US*JD4TM4VJ3,Shopping,Sale,-31.24,
05/25/2023,05/26/2023,AMZN Mktp US*TO27G96F3,Shopping,Sale,-37.70,
05/25/2023,05/26/2023,AMZN Mktp US*599W91833,Shopping,Sale,-19.38,
