"Date","Transaction","Name","Memo","Amount"
"2024-03-25","DEBIT","AMAZON RET* 112-745683 WWW.AMAZON.CO WA","24011344082000054420559; 05331; ; ; ;","-25.70"
"2024-03-26","DEBIT","AMZN MKTP US*RA9ML6870 SEATTLE       WA","24431064085083742986408; 05942; ; ; ;","-32.31"
"2024-03-26","DEBIT","AMZN MKTP US*RH9U13MZ1 SEATTLE       WA","24431064085083331116912; 05942; ; ; ;","-38.78"
"2024-03-27","DEBIT","AMZN MKTP US*RA5O96AM2 SEATTLE       WA","24431064086083302903750; 05942; ; ; ;","-77.35"
"2024-03-28","DEBIT","AMZN Mktp US*RH71S59E1 Amzn.com/bill WA","24692164087108696032550; 05942; ; ; ;","-18.26"
"2024-03-28","DEBIT","LE CHOCOLAT DU BOUCHAR NAPERVILLE    IL","24431064088400480000209; 05812; ; ; ;","-27.32"
"2024-03-28","DEBIT","AMZN Mktp US*RH9OR0YX1 Amzn.com/bill WA","24692164088109362681042; 05942; ; ; ;","-18.86"
"2024-04-01","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004091898000051937; 05300; ; ; ;","-144.29"
"2024-04-01","DEBIT","RYANKNORRLAWNCARE.COM  RYANKNORRLAWN IA","24492164091000016242157; 05399; ; ; ;","-202.57"
"2024-04-01","DEBIT","WALGREENS #3405        NAPERVILLE    IL","24445004090000878182829; 05912; ; ; ;","-33.90"
"2024-04-04","DEBIT","AMAZON.COM*R38D77IS3   SEATTLE       WA","24431064094083742919523; 05942; ; ; ;","-8.60"
"2024-04-04","DEBIT","AMZ*Protea Nutrition   pay.amazon.co SD","24692164094101768796633; 05499; ; ; ;","-57.30"
"2024-04-04","DEBIT","OSWALDS PHARMACY       NAPERVILLE    IL","24013394094000330332908; 05912; ; ; ;","-55.81"
"2024-04-04","DEBIT","WALGREENS #3405        NAPERVILLE    IL","24445004095000755706638; 05912; ; ; ;","-16.26"
"2024-04-05","CREDIT","PAYMENT   THANK YOU","WEB AUTOMTC; ; ; ; ;","76.00"
"2024-04-05","DEBIT","AMZN Mktp US*R21OW4ZK3 Amzn.com/bill WA","24692164095102237823155; 05942; ; ; ;","-22.62"
"2024-04-05","DEBIT","Amazon.com*921ZO5KO3   Amzn.com/bill WA","24692164095102286896995; 05942; ; ; ;","-23.30"
"2024-04-05","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794095300688253941; 07349; ; ; ;","-229.00"
"2024-04-08","DEBIT","TARGET        00019034 WARRENVILLE   IL","24164074098091250898524; 05411; ; ; ;","-68.19"
"2024-04-08","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004099898000038654; 05300; ; ; ;","-260.92"
"2024-04-08","DEBIT","Amazon.com*RA7TT7QV3   Amzn.com/bill WA","24692164099105461141711; 05942; ; ; ;","-15.25"
"2024-04-08","CREDIT","WALGREENS #3405        NAPERVILLE    IL","74445004096001689109828; 05912; ; ; ;","16.26"
"2024-04-10","DEBIT","SHS*DUPAGEMEDGRP       630-469-9200  IL","24445004100200108689647; 08099; ; ; ;","-55.00"
"2024-04-10","DEBIT","AMZN Mktp US*OW3A266I3 Amzn.com/bill WA","24692164100106818852270; 05942; ; ; ;","-64.64"
"2024-04-10","DEBIT","EOLA POINT ANIMAL HOSP AURORA        IL","24445004100300430387660; 00742; ; ; ;","-54.00"
"2024-04-10","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944101400287000145; 05995; ; ; ;","-101.26"
"2024-04-11","DEBIT","WALGREENS #3405        NAPERVILLE    IL","24445004102000775539077; 05912; ; ; ;","-20.00"
"2024-04-12","DEBIT","Amazon.com*IH8S72X13   Amzn.com/bill WA","24692164102108325305865; 05942; ; ; ;","-26.41"
"2024-04-12","DEBIT","AMAZON.COM*KQ2UM0YY3   SEATTLE       WA","24431064102083707588750; 05942; ; ; ;","-60.28"
"2024-04-15","DEBIT","BUIKEMA S ACE HARDWARE NAPERVILLE    IL","24137464104501054161977; 05251; ; ; ;","-65.00"
"2024-04-15","DEBIT","AMAZON.COM*540A69KY3   SEATTLE       WA","24431064104083720454871; 05942; ; ; ;","-49.17"
"2024-04-15","DEBIT","AMZN Mktp US*D04WW5PZ3 Amzn.com/bill WA","24692164104109880406708; 05942; ; ; ;","-57.95"
"2024-04-15","DEBIT","AMAZON.COM*YC7AW0KD3   SEATTLE       WA","24431064104083745471124; 05942; ; ; ;","-17.23"
"2024-04-15","DEBIT","AMZN Mktp US*N83T06CZ3 Amzn.com/bill WA","24692164104100204019947; 05942; ; ; ;","-22.87"
"2024-04-15","DEBIT","COSTCO GAS #1443       NAPERVILLE    IL","24943004105898090721310; 05542; ; ; ;","-31.04"
"2024-04-15","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004105898000066954; 05300; ; ; ;","-286.89"
"2024-04-15","DEBIT","Amazon.com*LO4092CH3   Amzn.com/bill WA","24692164103108866141942; 05942; ; ; ;","-19.55"
"2024-04-16","DEBIT","AMAZON.COM*872228ME3   SEATTLE       WA","24431064106083725918761; 05942; ; ; ;","-10.13"
"2024-04-17","DEBIT","SHS*DUPAGEMEDGRP       DOWNERS GROVE IL","24445004107200116563506; 08099; ; ; ;","-30.00"
"2024-04-19","DEBIT","EVERWASH 215-618-8808  HTTPSEVERWASH PA","24011344109000047683676; 05734; ; ; ;","-1.20"
"2024-04-19","DEBIT","Amazon.com*Q93837FK3   Amzn.com/bill WA","24692164109104133472537; 05942; ; ; ;","-14.00"
"2024-04-19","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794109300706836747; 07349; ; ; ;","-229.00"
"2024-04-19","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944110400285000054; 05995; ; ; ;","-101.26"
"2024-04-22","DEBIT","NAPERVILLE SMILES DENT 312-3698000   IL","24071054111939160599334; 08021; ; ; ;","-50.00"
"2024-04-22","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004112898000044267; 05300; ; ; ;","-311.85"
"2024-04-22","DEBIT","COURSERA.ORG           HTTPSWWW.COUR CA","24011344111000001065569; 08299; ; ; ;","-49.00"
"2024-04-24","DEBIT","Amazon.com*P68HB8V43   Amzn.com/bill WA","24692164114108209588749; 05942; ; ; ;","-68.95"
"2024-04-25","DEBIT","AMAZON.COM*EV5ZY7273   SEATTLE       WA","24431064115083738165235; 05942; ; ; ;","-25.29"
"2024-04-25","DEBIT","EVERWASH 215-618-8808  HTTPSEVERWASH PA","24011344115000066992687; 05734; ; ; ;","-35.00"
"2024-04-26","DEBIT","AMZN Mktp US*0Z2JT4MV3 Amzn.com/bill WA","24692164116109688247912; 05942; ; ; ;","-40.48"
"2024-04-29","DEBIT","DUPAGECHILDRENSMUS     HTTPSDUPAGECH IL","24492164119000015979567; 08398; ; ; ;","-195.00"
"2024-04-29","DEBIT","AMAZON.COM*KR9HN6813   SEATTLE       WA","24431064118083349480467; 05942; ; ; ;","-30.62"
"2024-04-29","DEBIT","AMZN Mktp US*501IF5I23 Amzn.com/bill WA","24692164118101432261149; 05942; ; ; ;","-40.65"
"2024-04-29","DEBIT","AMZN Mktp US*S20SP8SX3 Amzn.com/bill WA","24692164118101592248936; 05942; ; ; ;","-61.04"
"2024-04-29","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004119898000025871; 05300; ; ; ;","-234.53"
"2024-04-29","DEBIT","AMZN Mktp US*NR4R21BF3 Amzn.com/bill WA","24692164117100243830853; 05942; ; ; ;","-92.34"
"2024-04-30","DEBIT","AMZN Mktp US*PU2AI6CC3 Amzn.com/bill WA","24692164120103318331984; 05942; ; ; ;","-19.74"
"2024-04-30","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944121400287000018; 05995; ; ; ;","-101.26"
"2024-05-01","DEBIT","WWW COSTCO COM         800-955-2292  WA","24692164121104112449740; 05300; ; ; ;","-21.24"
"2024-05-03","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794123300730990769; 07349; ; ; ;","-229.00"
"2024-05-06","CREDIT","PAYMENT   THANK YOU","WEB AUTOMTC; ; ; ; ;","81.00"
"2024-05-06","DEBIT","AMZN Mktp US*EI0232X63 Amzn.com/bill WA","24692164126108659230269; 05942; ; ; ;","-51.38"
"2024-05-06","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004127898000051299; 05300; ; ; ;","-206.63"
"2024-05-06","DEBIT","Amazon.com*L429D8ZM3   Amzn.com/bill WA","24692164125107230168700; 05942; ; ; ;","-18.48"
"2024-05-06","DEBIT","TST* SPARROW COFFEE NA Naperville    IL","24692164125107387919848; 05812; ; ; ;","-39.68"
"2024-05-06","DEBIT","AMZN Mktp US*NI1EI24K3 Amzn.com/bill WA","24692164125107687700203; 05942; ; ; ;","-14.00"
"2024-05-06","DEBIT","AMZN Mktp US*9Q9MA9AK3 Amzn.com/bill WA","24692164124106427747822; 05942; ; ; ;","-62.59"
"2024-05-06","DEBIT","AMZ*Protea Nutrition   pay.amazon.co SD","24692164124106798322916; 05499; ; ; ;","-57.30"
"2024-05-07","DEBIT","Amazon.com*843UY3QL3   Amzn.com/bill WA","24692164127109036502817; 05942; ; ; ;","-63.15"
"2024-05-07","DEBIT","Amazon.com*QR8097RY3   Amzn.com/bill WA","24692164127109127793499; 05942; ; ; ;","-39.67"
"2024-05-07","DEBIT","SP POLIQUIN            POLIQUINPERFO FL","24011344127000039154866; 05499; ; ; ;","-94.85"
"2024-05-07","DEBIT","Amazon.com*HD76Z4QT3   Amzn.com/bill WA","24692164127109329700714; 05942; ; ; ;","-60.28"
"2024-05-07","DEBIT","SC PASSPORT VARENNES GATINEAU QC - 260.0000 CANADIAN DOLLAR","74064494127820129313526; 09399; ; ; ;","-191.06"
"2024-05-07","DEBIT","EOLA POINT ANIMAL HOSP AURORA        IL","24445004127300439205839; 00742; ; ; ;","-228.99"
"2024-05-08","DEBIT","BUIKEMA S ACE HARDWARE NAPERVILLE    IL","24137464128500767866445; 05251; ; ; ;","-30.16"
"2024-05-08","DEBIT","BARBER HAUS            SHOPS.GETSQUI NY","24492164128000027791884; 07230; ; ; ;","-84.00"
"2024-05-08","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944129400283000154; 05995; ; ; ;","-101.26"
"2024-05-09","DEBIT","ETSY INC.             718-8557955   NY","24793384130001233122076; 05699; ; ; ;","-27.47"
"2024-05-10","DEBIT","AMZN Mktp US*JF7PF3LJ3 Amzn.com/bill WA","24692164130101469064063; 05942; ; ; ;","-54.93"
"2024-05-10","DEBIT","AMZN Mktp US*VJ2I29W83 Amzn.com/bill WA","24692164131102057970561; 05942; ; ; ;","-9.10"
"2024-05-13","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004134898000035061; 05300; ; ; ;","-359.03"
"2024-05-14","DEBIT","AMZN Mktp US*ZZ5TJ03G3 Amzn.com/bill WA","24692164134104833467711; 05942; ; ; ;","-31.24"
"2024-05-14","DEBIT","AMZN Mktp US*EB3T76KF3 Amzn.com/bill WA","24692164135105460208236; 05942; ; ; ;","-61.04"
"2024-05-14","DEBIT","AMAZON RET* 114-861203 WWW.AMAZON.CO WA","24011344135000023456640; 05331; ; ; ;","-27.14"
"2024-05-15","DEBIT","Amazon.com*H51Z86K03   Amzn.com/bill WA","24692164135105587884950; 05942; ; ; ;","-11.84"
"2024-05-15","DEBIT","AMAZON.COM*8D5YJ1K73   SEATTLE       WA","24431064135083748490280; 05942; ; ; ;","-23.40"
"2024-05-15","DEBIT","AMZN Mktp US*V27GS1HK3 Amzn.com/bill WA","24692164135105928048232; 05942; ; ; ;","-21.74"
"2024-05-15","DEBIT","AMZN Mktp US*T36ZX9XK3 Amzn.com/bill WA","24692164135105971938891; 05942; ; ; ;","-40.65"
"2024-05-15","DEBIT","AMZN Mktp US*AZ2UL2463 Amzn.com/bill WA","24692164135105995541614; 05942; ; ; ;","-37.13"
"2024-05-17","DEBIT","AMZN Mktp US*QA0JJ8IN3 Amzn.com/bill WA","24692164137107248969764; 05942; ; ; ;","-10.76"
"2024-05-17","DEBIT","BUIKEMA S ACE HARDWARE NAPERVILLE    IL","24137464137500901878602; 05251; ; ; ;","-5.39"
"2024-05-17","DEBIT","BUIKEMA S ACE HARDWARE NAPERVILLE    IL","24137464137500901878529; 05251; ; ; ;","-5.39"
"2024-05-17","DEBIT","BUIKEMA S ACE HARDWARE NAPERVILLE    IL","24137464137500901878453; 05251; ; ; ;","-5.39"
"2024-05-17","DEBIT","MENARDS NAPERVILLE IL  NAPERVILLE    IL","24137464137100162924839; 05200; ; ; ;","-32.58"
"2024-05-17","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794137300706973280; 07349; ; ; ;","-229.00"
"2024-05-20","DEBIT","COURSERA.ORG           HTTPSWWW.COUR CA","24011344141000000803600; 08299; ; ; ;","-49.00"
"2024-05-20","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004141898000028307; 05300; ; ; ;","-350.73"
"2024-05-20","DEBIT","GROUND EFFECTS SUPPLY  630-5536195   IL","24755424138181381033218; 00780; ; ; ;","-21.84"
"2024-05-20","DEBIT","THE GROWING PLACE   NA NAPERVILLE    IL","24701774138639501421871; 05261; ; ; ;","-239.90"
