Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/29/2023,12/31/2023,USPS PO 1654840540,Shopping,Sale,-50.50,
12/27/2023,12/28/2023,ILSOS NAPERVILLE DRIVE,Bills & Utilities,Sale,-31.00,
12/27/2023,12/28/2023,AT* MORTONARBORETUM,Gifts & Donations,Sale,-34.00,
12/23/2023,12/24/2023,CL *Chase Travel,Travel,Sale,-413.80,
12/23/2023,12/24/2023,CASEYS FOODS,Groceries,Sale,-63.02,
12/23/2023,12/24/2023,DOLLAR TREE,Shopping,Sale,-26.94,
12/21/2023,12/22/2023,BDSMONGOLIANGRILL,Food & Drink,Return,41.52,
12/20/2023,12/21/2023,BDSMONGOLIANGRILL,Food & Drink,Sale,-80.93,
12/19/2023,12/20/2023,AT* MORTONARBORETUM,Gifts & Donations,Sale,-139.00,
12/18/2023,12/18/2023,PERSONALIZATION MALL,Shopping,Sale,-36.56,
12/15/2023,12/17/2023,HUDSON ST1526,Shopping,Sale,-18.23,
12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-2.22,
12/15/2023,12/17/2023,WIFIONBOARD AIR CANADA,Bills & Utilities,Sale,-9.22,
12/15/2023,12/17/2023,HUDSON ST1526,Shopping,Sale,-18.40,
12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-8.78,
12/15/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-2.23,
12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-5.88,
12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-9.73,
12/15/2023,12/17/2023,UBER   TRIP,Travel,Sale,-10.45,
12/15/2023,12/17/2023,HYATT HOTELS,Travel,Sale,-361.39,
12/15/2023,12/17/2023,CANUCKS BAR AND GRILL,Food & Drink,Sale,-17.67,
12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-24.70,
12/15/2023,12/17/2023,WIFIONBOARD AIR CANADA,Bills & Utilities,Sale,-4.90,
12/16/2023,12/17/2023,UBER   TRIP,Travel,Sale,-89.98,
12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-39.21,
12/14/2023,12/15/2023,UBER CANADA/UBERTRIP,Travel,Sale,-12.16,
12/14/2023,12/15/2023,UBER CANADA/UBERTRIP,Travel,Sale,-14.79,
12/13/2023,12/15/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-10.23,
12/14/2023,12/15/2023,UBER* TRIP,Travel,Sale,-2.22,
12/13/2023,12/14/2023,UBER CANADA/UBERTRIP,Travel,Sale,-13.77,
12/12/2023,12/14/2023,STARBUCKS B09 ORD,Food & Drink,Sale,-25.00,
12/12/2023,12/14/2023,STARBUCKS B09 ORD,Food & Drink,Sale,-23.28,
12/13/2023,12/14/2023,UBER CANADA/UBERTRIP,Travel,Sale,-27.11,
12/12/2023,12/13/2023,UBER   TRIP,Travel,Sale,-5.00,
12/12/2023,12/13/2023,UBER   TRIP,Travel,Sale,-85.04,
12/13/2023,12/13/2023,UBER* TRIP,Travel,Sale,-13.20,
12/12/2023,12/13/2023,TIM HORTONS #3046,Food & Drink,Sale,-10.06,
12/11/2023,12/13/2023,STARBUCKS STORE 60979,Food & Drink,Sale,-13.18,
12/11/2023,12/12/2023,GLO NAIL LOUNGE,Personal,Sale,-65.00,
12/11/2023,12/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-148.65,
12/09/2023,12/11/2023,PLAYROOM CAFE TWO  LLC,Food & Drink,Sale,-8.00,
12/09/2023,12/11/2023,TARGET        00019034,Groceries,Sale,-83.67,
12/09/2023,12/11/2023,PLAYROOM CAFE TWO  LLC,Food & Drink,Sale,-2.36,
12/07/2023,12/08/2023,AIR CANADA  0144256941423,Travel,Sale,-134.40,
12/07/2023,12/07/2023,Payment Thank You - Web,,Payment,2500.00,
12/06/2023,12/07/2023,LinkedIn Pre 9147050563,Bills & Utilities,Sale,-69.99,
12/06/2023,12/07/2023,UNITED      0162347206594,Travel,Sale,-386.37,
12/04/2023,12/06/2023,STARBUCKS STORE 11492,Food & Drink,Sale,-10.84,
12/03/2023,12/05/2023,PLAYROOM CAFE TWO  LLC,Food & Drink,Sale,-9.68,
12/01/2023,12/03/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
12/02/2023,12/03/2023,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-91.62,
11/20/2023,11/21/2023,AIR CANADA  0144255901511,Travel,Sale,-134.40,
11/19/2023,11/20/2023,CL *Chase Travel,Travel,Sale,-427.56,
11/19/2023,11/20/2023,CL *Chase Travel,Travel,Sale,-561.21,
11/10/2023,11/10/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-119.45,
11/08/2023,11/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,321.23,
11/06/2023,11/07/2023,LinkedIn Pre 9063058713,Bills & Utilities,Sale,-69.99,
11/03/2023,11/06/2023,META - PPGF,Gifts & Donations,Sale,-75.00,
11/05/2023,11/06/2023,BEST BUY MHT  00003103,Shopping,Sale,-165.27,
11/05/2023,11/06/2023,COSTCO WHSE#1443,Shopping,Sale,-3.26,
11/03/2023,11/05/2023,DD/DOORDASHFRESHII,Food & Drink,Sale,-20.33,
11/02/2023,11/05/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-8.73,
11/03/2023,11/05/2023,UBER* TRIP,Travel,Sale,-38.23,
11/03/2023,11/05/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-10.09,
11/03/2023,11/05/2023,JOE &amp; THE JUICE ST2039,Shopping,Sale,-12.76,
11/03/2023,11/05/2023,HUDSON ST1518,Shopping,Sale,-28.11,
11/03/2023,11/05/2023,UBER CANADA/UBERTRIP,Travel,Sale,-7.65,
11/03/2023,11/05/2023,UBER   TRIP,Travel,Sale,-86.20,
11/02/2023,11/03/2023,UBER   TRIP,Travel,Sale,-84.52,
11/01/2023,11/02/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
10/29/2023,10/31/2023,TRADER JOE S #690,Groceries,Sale,-11.57,
10/27/2023,10/30/2023,EVEREVE - 11,Shopping,Sale,-140.08,
10/27/2023,10/29/2023,AIR CANADA  0144254613332,Travel,Sale,-82.01,
10/26/2023,10/27/2023,DD DOORDASH POKEBROS,Food & Drink,Sale,-71.83,
10/23/2023,10/24/2023,TST* Blackberry Market -,Food & Drink,Sale,-5.64,
10/23/2023,10/24/2023,SQ *EASTGATE SAES LLC,Entertainment,Sale,-16.00,
10/20/2023,10/22/2023,CL *Chase Travel,Travel,Sale,-1654.80,
10/20/2023,10/20/2023,ANNUAL HOTEL CREDIT,Fees & Adjustments,Adjustment,50.00,
10/16/2023,10/17/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-30.10,
10/15/2023,10/16/2023,DD DOORDASH MEIJER,Food & Drink,Sale,-25.41,
10/13/2023,10/15/2023,DD DOORDASH BONITABOW,Food & Drink,Sale,-42.26,
10/12/2023,10/13/2023,DD DOORDASH FIVEGUYSB,Food & Drink,Sale,-91.57,
10/11/2023,10/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-77.10,
10/08/2023,10/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,320.23,
10/07/2023,10/08/2023,DD DOORDASH SUSHINAPE,Food & Drink,Sale,-137.58,
10/08/2023,10/08/2023,DD DOORDASH EGGHARBOR,Food & Drink,Sale,-63.40,
10/07/2023,10/08/2023,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-27.13,
10/06/2023,10/08/2023,DD DOORDASH MEIJER,Food & Drink,Sale,-37.02,
10/06/2023,10/08/2023,LinkedIn Pre 8786466506,Bills & Utilities,Sale,-69.99,
10/02/2023,10/03/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
09/29/2023,10/01/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-23.00,
09/15/2023,09/15/2023,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-20.07,
09/11/2023,09/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-80.20,
09/08/2023,09/10/2023,DD DOORDASH SUSHINAPE,Food & Drink,Sale,-143.09,
09/08/2023,09/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,299.23,
09/06/2023,09/07/2023,LinkedIn Pre 8665222146,Bills & Utilities,Sale,-69.99,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,45.72,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,71.14,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,67.62,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,39.68,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,97.95,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,29.52,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,39.68,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,39.68,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,36.03,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,50.06,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,70.96,
09/05/2023,09/05/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,27.59,
09/02/2023,09/03/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
08/31/2023,09/01/2023,DD DOORDASH BONITABOW,Food & Drink,Sale,-42.26,
08/28/2023,08/29/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-31.13,
08/25/2023,08/27/2023,GLO NAIL LOUNGE,Personal,Sale,-65.00,
08/25/2023,08/27/2023,CASEYS FOODS,Groceries,Sale,-97.95,
08/24/2023,08/25/2023,DD DOORDASH BONITABOW,Food & Drink,Sale,-41.11,
08/23/2023,08/24/2023,BP#9740622CAPL IL0004,Gas,Sale,-71.14,
08/17/2023,08/20/2023,TST* A Toda Madre,Food & Drink,Sale,-48.40,
08/14/2023,08/16/2023,STARBUCKS STORE 60979,Food & Drink,Sale,-10.79,
08/14/2023,08/15/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-27.65,
08/14/2023,08/15/2023,MARIANOS 537,Groceries,Sale,-67.62,
08/11/2023,08/13/2023,SQ *BROWNS CHICKEN 630-42,Food & Drink,Sale,-37.49,
08/11/2023,08/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-61.35,
08/10/2023,08/11/2023,DD DOORDASH FIVEGUYSB,Food & Drink,Sale,-64.85,
08/09/2023,08/11/2023,STARBUCKS STORE 25512,Food & Drink,Sale,-5.23,
08/08/2023,08/09/2023,BP#9740622CAPL IL0004,Gas,Sale,-45.72,
